Rep,6983,plasmidreplicationproteinRepA,Inc?,pEA1509,354,99.7
Rep,6983,"IncA/C2,plasmidreplicationproteinRepA",Inc?,pYU39,354,99.7
Rep,6983,RepA,Inc?,pTC2,354,99.7
Rep,6983,plasmidreplicationproteinRepA,Inc?,pRAx,354,98.0
Rep,6983,plasmidreplicationproteinRepA,inca/c,pAM04528,354,99.7
Rep,6983,RepAprotein(Modularprotein),Inc?,:,354,97.7
Rep,6983,IncA/C2plasmidreplicationproteinRepA,Inc?,p33676,354,99.7
Rep,6983,IncA/CplasmidreplicationproteinRepA,Inc?,pNDM-US,354,100.0
Rep,6983,plasmidreplicationprotein,Inc?,pAhD4-1,338,73.1
Rep,67703,replicationproteinC,Inc?,pOC167B,410,88.0
Rep,67703,replicationinitiationproteinRepC,Inc?,pNK6c,410,*
Rep,67703,replicationproteinC,Inc?,2,410,87.6
Rep,67703,replicationproteinC,Inc?,pOC167,410,88.0
Rep,12985,replicationprotein,Inc?,pECO-824,285,74.6
Rep,12985,replicationprotein,Inc?,pEC648,285,74.6
Rep,12985,ReplicationinitiationproteinRepA,Inc?,pBK30683,267,89.6
Rep,12985,ReplicationinitiationproteinRepE,Inc?,pTR2,267,89.2
Rep,12985,ReplicationinitiationproteinRepA,Inc?,pBK30661,267,89.6
Rep,12985,repE,Inc?,pK245,267,89.2
Rep,12985,replicationprotein,Inc?,pB71,267,88.0
Rep,12985,ReplicationinitiationproteinRepE,Inc?,pNJST258N2,267,89.6
Rep,12985,replicationinitiationprotein,Inc?,pKPX-2,267,89.6
Rep,12985,RepAreplicationinitiationprotein,Inc?,pUSKPC3,267,89.6
Rep,12985,replicationinitiationproteinRepE,Inc?,pEPIR37,257,71.7
Rep,12985,replicationinitiationproteinRep,Inc?,p75,256,72.6
Rep,12985,Replicationinitiationprotein,Inc?,pEcWSU1,253,88.9
Rep,12985,replicationprotein,Inc?,pENT01,253,*
Rep,12985,putativereplicationinitiationprotein,Inc?,pKF3-140,251,86.9
Rep,12985,replicationinitiationprotein,Inc?,pECC-1470,251,86.9
Rep,12985,replicationprotein,Inc?,p6409-151.583kb,251,86.9
Rep,12985,replicationprotein,Inc?,pJJ1887-4,251,86.9
Rep,12985,repE,Inc?,pFAM22871,251,86.9
Rep,12985,replicationprotein,Inc?,pKOX-137,251,89.2
Rep,12985,replicationprotein,Inc?,pEC732,251,86.9
Rep,12985,replicationprotein,Inc?,pCA08,251,86.9
Rep,12985,replicationprotein,Inc?,pKPC-63d,251,89.6
Rep,12985,repproteinE1,Inc?,pSD,251,86.9
Rep,12985,replicationprotein,Inc?,pJJ1886,251,86.9
Rep,12985,replicationinitiationprotein,incf,F,251,86.9
Rep,12985,replicationprotein,Inc?,pSJ,251,86.9
Rep,12985,replicationprotein,Inc?,pKPC-def,251,89.6
Rep,12985,Replicationinitiationprotein,Inc?,pHg,251,89.2
Rep,12985,replicationprotein,Inc?,pG150,251,86.9
Rep,12985,replicationprotein,Inc?,pCA28,251,86.9
Rep,12985,replicationprotein,Inc?,pJJ2434,251,86.9
Rep,12985,ReplicationinitiationproteinRepE,Inc?,p80-547,251,86.5
Rep,12985,ReplicationinitiationproteinRepE,Inc?,p3099-85,251,86.5
Rep,12985,replicationprotein,incf,F,251,86.9
Rep,12985,replicationprotein,Inc?,pEC302/04,251,86.9
Rep,12985,replicationinitiationproteinofrepFIA,Inc?,pEC958,251,86.9
Rep,12985,RepE,incf,pIP1206,251,86.9
Rep,12985,replicationinitiationproteinofrepFIA,Inc?,pEK499,251,86.9
Rep,12985,Replicationinitiationprotein,Inc?,unnamed,251,88.0
Rep,12985,replicationinitiationprotein,Inc?,pKP91,251,89.6
Rep,12985,RepE,Inc?,pS-3002cz,251,89.2
Rep,12985,repproteinE1,Inc?,pO157,251,86.5
Rep,12985,replicationinitiationprotein,Inc?,p1303,251,86.9
Rep,12985,ReplicationinitiationproteinRepE,Inc?,p0157,251,86.5
Rep,12985,RepE,Inc?,pEC,251,86.9
Rep,12985,replicationprotein,Inc?,pMNCRE44,251,86.9
Rep,12985,replicationprotein,Inc?,pMNCRE44,251,89.6
Rep,12985,replicationprotein,Inc?,p34978-139.941kb,251,89.6
Rep,12985,RepBfamilyplasmidreplicationinitiatorprotein,Inc?,unnamed1,251,89.2
Rep,12985,w0049,Inc?,pSFO157,251,86.9
Rep,12985,replicationprotein,Inc?,complete,251,88.0
Rep,12985,repE,Inc?,I,251,89.2
Rep,12985,replicationprotein,Inc?,pCA14,251,86.9
Rep,12985,RepBfamilyplasmidreplicationinitiatorprotein,Inc?,pO157,251,86.5
Rep,12985,RepE,Inc?,pEC,251,86.9
Rep,12985,replicationprotein,Inc?,pCAV1043-51,251,89.2
Rep,12985,replicationprotein,Inc?,plasmid1,251,89.2
Rep,12985,replicationinitiationproteinE,Inc?,pU302L,251,86.9
Rep,12985,replicationinitiationproteinoftheFIAreplicon,Inc?,pARS3,251,86.9
Rep,12985,replicationprotein,Inc?,pJJ1897,251,86.9
Rep,12985,replicationprotein,Inc?,pKp28,251,89.2
Rep,12985,replicationprotein,Inc?,pKPN-b0b,251,89.2
Rep,12985,Replicationinitiationprotein,Inc?,pEcoV282,251,86.9
Rep,12985,replicationprotein,Inc?,pEC448,251,86.9
Rep,12985,replicationprotein,Inc?,pCD306,251,86.9
Rep,12985,RepBfamilyplasmidreplicationinitiatorprotein,Inc?,p0157,251,86.5
Rep,12985,PlasmidreplicationinitiationproteinE,Inc?,pET46.,247,72.5
Rep,12985,ReplicationinitiationproteinRepE,Inc?,pSH163,214,86.9
Rep,12985,ReplicationinitiationproteinRepE,Inc?,pRSB225,214,86.9
Rep,12985,ReplicationinitiationproteinRepE,Inc?,pSH696,214,86.9
Rep,12985,replicationprotein,Inc?,pKpN06-CTX,183,96.6
Rep,12985,replicationprotein,Inc?,pKpN01-CTX,183,96.6
Rep,12985,replicationprotein,Inc?,pCTXM15,150,85.5
Rep,12985,replicationprotein,Inc?,pI1-34TF,150,85.5
Rep,12985,replicationprotein,Inc?,pEC743,84,96.4
Rep,12985,replicationprotein,Inc?,unnamed1,84,98.8
Rep,12985,replicationprotein,Inc?,unnamed,84,98.8
Rep,12985,RepB,Inc?,pKPoxa-48N2,16,100.0
Rep,6386,plasmidreplicationproteinRepC-1,Inc?,pGal,384,*
Rep,43982,RepA,Inc?,2964TF,354,99.2
Rep,43982,possiblereplicationproteinA,Inc?,pCHQ1,295,*
Rep,43982,RepAreplicationprotein,Inc?,p35734-141.404kb,281,71.5
Rep,54039,replication-associatedproteinRepC,Inc?,pQY182,123,*
Rep,94331,PlasmidencodedRepAprotein,Inc?,unnamed,328,*
Rep,69268,initiatorRepBprotein,Inc?,pCG103-32,347,*
Rep,42358,RepAprotein,Inc?,pPstS2,335,*
Rep,11684,replication-associatedprotein,Inc?,pALH1,276,93.4
Rep,11684,"4Fe-4Sironsulfurclusterbindings,NifH/frxCfamilyprotein",Inc?,pBFQ,273,93.4
Rep,11684,Ras-likeGTPasesuperfamilyprotein,Inc?,pLVP1401,273,93.8
Rep,11684,"4Fe-4Sironsulfurclusterbindings,NifH/frxCfamilyprotein",Inc?,pBTZ,273,91.9
Rep,11684,ATPase,Inc?,pHS18-3,273,93.8
Rep,11684,Replication-associatedprotein,Inc?,pF837,273,93.4
Rep,11684,"4Fe-4Sironsulfurclusterbindings,NifH/frxCfamilyprotein",Inc?,pBCN,273,94.5
Rep,11684,"4Fe-4Sironsulfurclusterbindings,NifH/frxCfamilyprotein",Inc?,pBGN,273,94.1
Rep,11684,ATPase,Inc?,pRML02,273,*
Rep,11684,"4Fe-4Sironsulfurclusterbindings,NifH/frxCfamilyprotein",Inc?,pBGM,273,93.4
Rep,11684,Replication-associatedprotein,Inc?,p03,273,93.0
Rep,11684,"4Fe-4Sironsulfurclusterbindings,NifH/frxCfamilyprotein",Inc?,pBFH,273,94.5
Rep,11684,plasmidcopycontrolproteinRepB,Inc?,pMC189,273,94.1
Rep,11684,cobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,unnamed,218,78.3
Rep,111809,RepC,Inc?,pKPoxa-48N2,35,100.0
Rep,111809,RepC,Inc?,pKPoxa-48N1,35,*
Rep,66256,initiatorReplicationfamilyprotein,Inc?,unnamed,251,99.6
Rep,68252,replicationproteinRepA,Inc?,pEC743,413,88.9
Rep,68252,RepA,Inc?,pSRC119-A/C,366,99.7
Rep,4028,initiatorRepBprotein,Inc?,pPNAP03,471,*
Rep,40331,replicationproteinA,Inc?,pAtS4a,409,84.4
Rep,40331,plasmidpartitioningproteinRepAb,Inc?,p42b,404,99.8
Rep,40331,plasmidpartitioningproteinRepA1,Inc?,pRetMIM1a,404,*
Rep,40331,plasmidpartitioningproteinRepA,Inc?,pRmeGR4a,400,70.2
Rep,40331,RepA,Inc?,pSmeSM11a,400,70.2
Rep,30608,hypotheticalprotein,Inc?,pMRVIM1012,166,99.4
Rep,30608,RepC,Inc?,pIMP-HB623,82,100.0
Rep,30608,RepC,Inc?,R830b,82,100.0
Rep,30608,RepC,Inc?,LM6771,82,100.0
Rep,30608,RepC,Inc?,R471,82,100.0
Rep,30608,RepC,Inc?,pCF29,80,100.0
Rep,30608,RepC,Inc?,pKP112,80,100.0
Rep,30608,RepC,Inc?,pRA35,80,100.0
Rep,30608,RepC,Inc?,pKpn-E1.Nr7,80,100.0
Rep,30608,RepC,Inc?,unnamed,80,100.0
Rep,30608,RepC,Inc?,unnamed2,76,86.8
Rep,30608,RepC,Inc?,pKPN-068,76,100.0
Rep,30608,RepC,Inc?,R1215,76,86.8
Rep,30608,RepC,Inc?,pNE1280,76,86.8
Rep,30608,RepC,Inc?,pEC745,76,100.0
Rep,30608,replicationproteinRepC,Inc?,pARM26,76,86.8
Rep,30608,RepC,incl/m,pCTX-M3,76,100.0
Rep,30608,RepC,Inc?,pNDM-OM,76,*
Rep,30608,"replicationprotein,RepC",Inc?,pIGT15,76,86.8
Rep,30608,RepC,Inc?,pKOI-34,76,86.8
Rep,30608,RepC,Inc?,pCAV1321-71,76,86.8
Rep,30608,replicationproteinRepC,Inc?,pNDM-HK,76,100.0
Rep,30608,RepC,Inc?,p34978-70.092kb,76,86.8
Rep,30608,RepC,Inc?,pFOX-7a,76,86.8
Rep,30608,RepC,Inc?,pCAV1492-73,76,86.8
Rep,30608,RepC,Inc?,pOXA-48E1,76,100.0
Rep,30608,RepC,Inc?,pJEG011,76,100.0
Rep,30608,RepC,Inc?,pKPC,76,86.8
Rep,30608,RepC,incl/m,pEL60,76,100.0
Rep,30608,repC,Inc?,pOXA48-Pm,76,86.8
Rep,30608,replicationproteinC,Inc?,pACM1,76,86.8
Rep,30608,RepC,Inc?,pCAV1151-83,76,86.8
Rep,30608,RepC,Inc?,pEl1573,76,100.0
Rep,30608,RepC,incl/m,pCTXM360,76,100.0
Rep,30608,RepC,Inc?,pEC743,76,86.8
Rep,30608,RepC,Inc?,pOXAAPSS2,76,100.0
Rep,30608,RepC,Inc?,pOXAAPSS1,76,100.0
Rep,30608,RepC,Inc?,pUR17313-1,76,100.0
Rep,30608,RepC,Inc?,pENT-d0d,76,100.0
Rep,30608,RepC,Inc?,pENT-e56,76,100.0
Rep,30608,RepC,Inc?,pCAV1099-69,76,86.8
Rep,30608,RepC,Inc?,pOXA-48,76,100.0
Rep,30608,RepC,Inc?,pCAV1335-92,76,86.8
Rep,30608,RepC,Inc?,pCAV1374-84,76,86.8
Rep,30608,RepC,Inc?,6411TF,68,88.2
Rep,30608,RepC,Inc?,R69,63,90.5
Rep,43504,initiatorRepBprotein,Inc?,pNaval81-26,305,*
Rep,67772,TrfA1,Inc?,pAKD16,411,85.4
Rep,67772,TrfA1,Inc?,pAKD25,411,85.4
Rep,67772,TrfA1,Inc?,pAKD34,411,85.4
Rep,67772,TrfAprotein,Inc?,p712,411,85.4
Rep,67772,replicationinitiationprotein,Inc?,pEMT3,411,85.4
Rep,67772,replicationinitiationprotein,Inc?,pHH3408,407,95.1
Rep,67772,replicationinitiationprotein,Inc?,pKS77,407,95.1
Rep,67772,ReplicationinitiationproteinTrfA,Inc?,pMLUA3,407,95.1
Rep,67772,ReplicationinitiationproteinTrfA,Inc?,pMLUA1,407,95.1
Rep,67772,replicationinitiationprotein,Inc?,pHH3414,407,*
Rep,67772,ReplicationinitiationproteinTrfA,Inc?,pMLUA4,407,95.1
Rep,67772,replicationinitiationprotein,Inc?,pHH128,407,95.1
Rep,67772,replicationinitiationprotein,incp,pKJK5,407,95.1
Rep,10515,ReplicationproteinA,Inc?,pEA68,418,81.1
Rep,10515,conservedhypotheticalprotein,Inc?,2.,356,88.5
Rep,10515,ReplicationproteinA,Inc?,pEB170.,354,81.4
Rep,10515,Replicationprotein,Inc?,pET46.,296,*
Rep,10515,RepA,Inc?,pEU30,296,86.1
Rep,8730,plasmidpartitioningproteinRepB,Inc?,pShin-10,328,*
Rep,2442,replicationinitiationprotein,Inc?,pLM1-2bUG1,588,100.0
Rep,2442,replicationinitiationprotein,Inc?,pLM1-2cUG1,588,100.0
Rep,2442,replicationinitiationprotein,Inc?,pLM7UG1,588,100.0
Rep,2442,plasmidreplicationproteinRepR,Inc?,pLM33,586,*
Rep,2442,plasmidreplicationprotein,Inc?,pCFSAN010068,544,100.0
Rep,2442,plasmidreplicationprotein,Inc?,pCFSAN008100,544,100.0
Rep,2442,plasmidreplicationprotein,Inc?,unnamed,366,99.7
Rep,20745,replicationinitiationandmembraneattachmentfamilyprotein,Inc?,unnamed7,367,81.6
Rep,20745,hypotheticalprotein,Inc?,pYWC2-8-5,367,81.6
Rep,20745,hypotheticalprotein,Inc?,pYC4,367,81.6
Rep,20745,hypotheticalprotein,Inc?,pBMB47,367,81.6
Rep,20745,RepAprotein,Inc?,pBMB46,367,81.6
Rep,20745,RepAprotein,Inc?,pBMB165,152,*
Rep,95412,InitiatorRepBprotein,Inc?,MEALZ,293,*
Rep,93563,Replicationprotein,Inc?,pPSB1-3,356,100.0
Rep,93563,hypotheticalprotein,Inc?,pPSCRG02-1,356,100.0
Rep,93563,hypotheticalprotein,Inc?,pPsCRG01-1,292,100.0
Rep,93563,hypotheticalprotein,Inc?,pPSLF89-1,292,*
Rep,70540,Rep63B,Inc?,pMC183,308,98.1
Rep,70540,ATPaseMipZfamilyprotein,Inc?,unnamed5,308,100.0
Rep,70540,Rep63B,Inc?,pAW63,308,96.8
Rep,70540,CobQ/CobB/MinD/ParAnucleotidebindingdomainprotein,Inc?,pYC3,308,*
Rep,70540,Rep63B,Inc?,pBMB74,308,100.0
Rep,70540,chromosomepartitioningproteinParA,Inc?,pYWC2-8-4,308,100.0
Rep,70540,chromosomepartitioningproteinParA,Inc?,pBMB71,308,96.8
Rep,70540,chromosomepartitioningproteinParA,Inc?,pBTBC4,308,100.0
Rep,13863,RepAprotein(Replicationinitiationprotein),Inc?,PCN061p6,242,93.7
Rep,13863,RepA,Inc?,pKC396,240,100.0
Rep,13863,RepA,Inc?,pBK32602,239,99.2
Rep,13863,RepA,incn,pMUR050,239,98.3
Rep,13863,replicationinitiationproteinRepA,Inc?,pRSB203,239,98.7
Rep,13863,RepA,Inc?,pBK31551,239,99.2
Rep,13863,ReplicationinitiationproteinRepA,Inc?,pNDM-BTR,239,99.2
Rep,13863,RepA:replicationinitiationprotein,Inc?,pDS2,239,96.7
Rep,13863,RepAplasmidinitiationprotein,Inc?,pKPC-LKEc,239,99.2
Rep,13863,RepA,Inc?,pOW16C2,239,99.2
Rep,13863,ReplicationinitiationproteinRepA,Inc?,pIMP-HB623,239,99.2
Rep,13863,RepA,Inc?,pHHA45,239,98.7
Rep,13863,"InitiationofplasmidreplicationproteinRepA,IncNfamily",Inc?,pK45-67VIM,239,99.2
Rep,13863,initiationofIncNplasmidreplication,Inc?,pKPC-DK05,239,99.2
Rep,13863,RepA,incn,pKP96,239,99.2
Rep,13863,RepA,Inc?,9,239,96.7
Rep,13863,plasmidreplicationprotein,Inc?,N3,239,99.2
Rep,13863,RepA,Inc?,pVQS1,239,98.7
Rep,13863,initiationofplasmidreplication;IncNplasmidfamily,Inc?,pK18An,239,99.2
Rep,13863,replicationinitiationproteinRepA,Inc?,pRSB201,239,98.7
Rep,13863,RepA,Inc?,12,239,99.2
Rep,13863,replicationinitiationproteinRepA,Inc?,pRSB206,239,98.7
Rep,13863,replicationinitiationproteinRepA,Inc?,pRSB205,239,98.7
Rep,13863,replicationinitiationproteinRepA,Inc?,pYD626E,239,97.9
Rep,13863,InitiatorReplicationprotein,Inc?,pHKU1,239,99.2
Rep,13863,RepA,Inc?,pBK28009,239,99.2
Rep,13863,RepA,Inc?,pECN580,239,99.2
Rep,13863,RepA,Inc?,pKC394,239,*
Rep,13863,RepA,Inc?,pZS50,239,99.2
Rep,13863,RepA,Inc?,pKOX105,239,99.2
Rep,13863,replicationinitiationprotein,incn,pMAK2,239,98.7
Rep,13863,DNAreplicationproteinRepA,Inc?,pG6809-2,239,98.3
Rep,13863,ReplicationinitiationproteinRepA,Inc?,pMR3-OXA181,239,99.2
Rep,13863,RepAprotein,incn,R46,239,98.7
Rep,13863,InitiatorReplicationprotein,Inc?,pIMP-HZ1,239,99.2
Rep,13863,hypotheticalprotein,Inc?,pUMNturkey7,239,96.7
Rep,13863,"Replicationprotein,RepA",Inc?,pKPC,239,98.3
Rep,13863,RepA,Inc?,pNL194,239,98.3
Rep,13863,hypotheticalprotein,Inc?,pUMNturkey5,239,96.7
Rep,13863,InitiatorReplicationprotein,Inc?,pIMP-1495,239,99.2
Rep,13863,repA,Inc?,pLK75,239,99.2
Rep,13863,RepA,Inc?,pKT58A,239,98.7
Rep,13863,replicationprotein,Inc?,pQNR2078,239,100.0
Rep,13863,ReplicationinitiationproteinRepA,Inc?,pL2-43,239,98.7
Rep,13863,repA,Inc?,pLK78,239,99.2
Rep,13863,RepA,Inc?,pKPC,239,98.3
Rep,13863,RepA,Inc?,pEcNDM0,239,99.2
Rep,13863,RepA,Inc?,pEcNDM1,239,99.2
Rep,13863,ReplicationinitiationproteinRepA,Inc?,pCF8698,239,98.3
Rep,13863,RepAreplicationprotein,Inc?,pKPI-6,239,99.2
Rep,13863,ReplicationinitiationproteinRepA,Inc?,pH1038-142,239,98.7
Rep,13863,initiationofplasmidreplication;IncNplasmidfamily,Inc?,pE66An,239,99.2
Rep,13863,InitiatorReplicationproteinRepA,Inc?,pKo6,239,99.2
Rep,13863,hypotheticalprotein,incn,pLEW517,232,100.0
Rep,13863,trunctedreplicationinitiationproteinIncNRepA,Inc?,pHNFP460-1,215,92.6
Rep,13863,RepAprotein,Inc?,pHNFP460-1,203,99.0
Rep,13863,hypotheticalprotein,Inc?,1205p3,125,86.0
Rep,13863,hypotheticalprotein,Inc?,PCN061p4,115,97.4
Rep,13863,hypotheticalprotein,Inc?,pKPC-56a,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pZH063,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pKPN-b9c,114,81.6
Rep,13863,hypotheticalprotein,Inc?,pKPC-e4e,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pBZ19,114,*
Rep,13863,hypotheticalprotein,Inc?,pKPC-1c5,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pKPC,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pKPC-47e,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pKPC-860,114,88.6
Rep,13863,hypotheticalprotein,Inc?,pKPC-629,114,88.6
Rep,34112,putativereplicationinitiationproteinRep,Inc?,SAP105A,49,*
Rep,34112,putativereplicationinitiationproteinRep,Inc?,SAP106A,41,90.2
Rep,5670,replicationinitiationproteinRepC,Inc?,pShin-06,405,91.1
Rep,5670,replicationinitiationproteinRepC,Inc?,pShin-07,405,*
Rep,48921,hypotheticalprotein,Inc?,pCT-KPC,548,98.7
Rep,48921,replicationprotein,Inc?,pKPC-ECN49,199,93.5
Rep,48921,TruncatedreplicationproteinRepB,Inc?,p10265-KPC,193,*
Rep,48921,replicationprotein,Inc?,p112298-KPC,186,93.5
Rep,48921,putativereplicationprotein,Inc?,pBK34397,186,93.5
Rep,48921,putativereplicationprotein,Inc?,pKPHS2,186,93.5
Rep,48921,Rep-likeprotein,Inc?,pHS102707,186,93.5
Rep,48921,putativereplicationinitiationprotein,Inc?,pKPC2-EC14653,186,93.5
Rep,48921,Rep-likeprotein,Inc?,pHS062105-3,186,93.5
Rep,48921,replicationprotein,Inc?,pFOS18,186,93.0
Rep,48921,repB,Inc?,pKPC3,186,93.5
Rep,48921,replicationprotein,Inc?,p628-KPC,165,92.7
Rep,40521,putativereplicationprotein,Inc?,pRL7,396,93.9
Rep,40521,replicationproteinA,Inc?,pSmeSM11b,396,88.6
Rep,40521,putativereplicationprotein,Inc?,pPRF81b,396,*
Rep,40521,plasmidpartitioningproteinRepA,Inc?,pShin-12,396,97.5
Rep,40521,ReplicationproteinA,Inc?,pAoF64/95,395,89.1
Rep,40521,replicationproteinRepA,Inc?,pOV14c,284,95.1
Rep,39922,ReplicativeDNAhelicaseDnaB,Inc?,P6,420,*
Rep,5774,plasmidpartitioningproteinRepA,Inc?,pMOC1,402,*
Rep,11003,replicationprotein,Inc?,pSA-CC072-1,232,87.5
Rep,11003,replicationprotein,Inc?,SAP106A,212,86.3
Rep,11003,ReplicationproteinRep,Inc?,1,210,*
Rep,47796,unknown,Inc?,pVT745,335,99.5
Rep,47796,replicationprotein,Inc?,S57,335,96.2
Rep,47796,Replicationprotein,Inc?,pS23A,213,*
Rep,42637,plasmidpartitioningproteinRepB,Inc?,1,328,*
Rep,26615,RepA,Inc?,pAH227,103,98.1
Rep,26615,RepA,Inc?,pASCH21,103,98.1
Rep,11009,putativeplasmidreplicationinitiatorproteinRepA,Inc?,24p,286,*
Rep,102835,RepL2,Inc?,pZL1,134,*
Rep,70069,initiatorRepBprotein,Inc?,pSLIN01,323,*
Rep,6378,replicationprotein,Inc?,pNZ4000,388,99.2
Rep,6378,hypotheticalprotein,Inc?,LkipL4719,385,86.8
Rep,6378,RepBprotein,Inc?,pMKC02,384,86.5
Rep,6378,RepBprotein,Inc?,pMKC03,384,84.1
Rep,6378,hypotheticalprotein,Inc?,LkipL4701,384,*
Rep,6378,hypotheticalprotein,Inc?,LkipL4704,384,86.7
Rep,6378,repB,Inc?,pK214,384,76.6
Rep,6378,RepBprotein,Inc?,pMKC01,384,87.0
Rep,67498,"putativereplicationprotein,RepA",Inc?,pD2RT,309,72.8
Rep,43601,PlasmidencodedRepAprotein,Inc?,pCmus45274,303,*
Rep,67030,RepAreplicationprotein,Inc?,bgla,451,*
Rep,42222,RepAplasmidreplicationprotein,Inc?,pLMP1046,339,*
Rep,42221,plasmidpartitioningproteinRepB,Inc?,unnamed,328,*
Rep,4954,plasmidreplicationinitiatorprotein,Inc?,pLA5,425,77.5
Rep,4954,plasmidreplicationinitiatorprotein-likeprotein,Inc?,unnamed,425,77.7
Rep,4954,plasmidreplicationinitiatorprotein,Inc?,p2,420,72.9
Rep,4954,ReplicationinitiatorproteinA,Inc?,unnamed,320,99.7
Rep,14035,replicationprotein,Inc?,p4Cn27606,236,*
Rep,14035,Replicationinitiatorprotein,Inc?,p5Cn9691,236,99.6
Rep,91806,ReplicationproteinCC-terminalregion/ReplicationproteinCN-terminaldomain,Inc?,unnamed,451,*
Rep,85615,RepB-likeprotein,Inc?,pMKC02,191,100.0
Rep,85615,plasmidreplicationprotein,Inc?,pMKC02,70,*
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pDE4,367,83.1
Rep,41342,Replicationprotein,Inc?,pISP2,367,83.1
Rep,41342,plasmidreplicationinitiatorproteinRepA,Inc?,pUT1,367,83.1
Rep,41342,Putativereplicationprotein,Inc?,pEP2,367,83.1
Rep,41342,Replicationprotein,Inc?,pTK4,367,83.1
Rep,41342,Replicationprotein,Inc?,pPDL2,367,83.1
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA26-030,366,100.0
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA22-030,366,100.0
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,unnamed3,366,97.8
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA42C,366,100.0
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA12-030,366,100.0
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA01-030,366,*
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA03-030,366,100.0
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA32-030,366,100.0
Rep,41342,plasmidreplicationinitiatorRepA,Inc?,pAPA07-030,366,100.0
Rep,8084,putativereplicationinitiatorproteinRepA,Inc?,pYVe8081,340,84.2
Rep,8084,replicationinitiationprotein,Inc?,pYVe8081,340,84.2
Rep,8084,putativereplicationinitiatorproteinRepA,Inc?,pYVa127/90,340,84.2
Rep,8084,replicationinitiationprotein,Inc?,unnamed,340,84.2
Rep,8084,Replication-associatedprotein,Inc?,plasmid2,340,85.0
Rep,8084,"RepA,putativereplicationinitiatorprotein",Inc?,pYV-WA314,340,84.2
Rep,8084,replicationinitiationprotein,Inc?,pYV,340,84.2
Rep,10384,proteinRepA,Inc?,pKpQIL-6e6,298,100.0
Rep,10384,repA,Inc?,pKpQIL-LS6,298,100.0
Rep,10384,proteinRepA,Inc?,p500,298,100.0
Rep,10384,proteinRepA,Inc?,p1601080-130,298,100.0
Rep,10384,proteinRepA,Inc?,pNDM-1fa,298,100.0
Rep,10384,RepA,Inc?,pIT-11C07,298,*
Rep,10384,proteinRepA,Inc?,plasmid2,298,100.0
Rep,10384,DNAreplicationprotein,Inc?,pKp11-42,298,100.0
Rep,10384,RepA,Inc?,pIT-FIPP-1,298,100.0
Rep,10384,RepFIBreplicationproteinA,Inc?,pKpQIL-234,298,100.0
Rep,10384,proteinRepA,Inc?,pKp41,298,100.0
Rep,10384,proteinRepA,Inc?,pKpQIL-531,298,100.0
Rep,10384,proteinRepA,Inc?,pUHKPC33-113.638kb,298,100.0
Rep,10384,RepFIBreplicationproteinA,Inc?,pKpQIL-10,298,100.0
Rep,10384,RepFIBreplicationproteinA,Inc?,pKpQIL-Ec,298,100.0
Rep,10384,proteinRepA,Inc?,pCAV1043-97,298,100.0
Rep,10384,proteinRepA,Inc?,pUHKPC07-113.639kb,298,100.0
Rep,10384,proteinRepA,Inc?,pUHKPC05-113,298,100.0
Rep,10384,repA,Inc?,pKpQIL-SC29,298,100.0
Rep,10384,DNAreplicationprotein,Inc?,pVGH151,285,83.2
Rep,10384,DNAreplicationprotein,Inc?,pKpQIL,285,83.2
Rep,10384,RepA,Inc?,pBK33689,285,83.6
Rep,10384,RepA,Inc?,pGR-1870,251,83.7
Rep,10384,RepA,Inc?,pIT-01C22,251,83.7
Rep,10384,RepA,Inc?,pIT-01C03,251,83.7
Rep,10384,RepA,Inc?,pGR-3913,251,83.7
Rep,10384,RepA,Inc?,pGR-1780,251,83.7
Rep,10384,RepA,Inc?,pGR-1504,251,83.7
Rep,10384,RepA,Inc?,pKpQIL-IT,251,83.7
Rep,10384,DNAreplication,Inc?,pKPN4,92,81.5
Rep,42832,RepA,Inc?,IncW,323,99.1
Rep,42832,plasmidreplicationprotein,incw,R7K,323,*
Rep,42832,replicationinitiationprotein,incw,pMAK3,323,99.1
Rep,10024,replicationinitiationprotein,Inc?,pTOR,304,*
Rep,10024,Rep,Inc?,pASL01a,304,99.7
Rep,10024,RepAreplicationinitiationprotein,Inc?,p838C-R1,301,73.4
Rep,10024,putativeRepprotein,Inc?,pVR50B,267,95.9
Rep,10024,plasmidreplicationprotein,Inc?,pRS218,228,91.2
Rep,96231,ParB/RepB/Spo0Jfamilypartitiondomainprotein,Inc?,2,270,*
